Data as of,State,Place of Death,Start week,End Week,COVID19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID19 Deaths",Footnote
07/22/2020,Texas,Other,02/01/2020,07/11/2020,74,7458,155,17,,220,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,Texas,Place of Death Unknown,02/01/2020,07/11/2020,0,0,0,0,0,0,
07/22/2020,Utah,"Healthcare Setting, Inpatient",02/01/2020,07/11/2020,136,1900,312,67,19,400,
07/22/2020,Utah,"Healthcare Setting, Outpatient or Emergency Room",02/01/2020,07/11/2020,,360,13,,,18,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,Utah,"Healthcare Setting, Dead on Arrival",02/01/2020,07/11/2020,0,10,0,0,0,0,
07/22/2020,Utah,Decedent's Home,02/01/2020,07/11/2020,16,4197,102,0,10,128,
07/22/2020,Utah,Hospice Facility,02/01/2020,07/11/2020,0,0,0,0,0,0,
07/22/2020,Utah,Nursing Home or Long Term Care Facility,02/01/2020,07/11/2020,60,2310,90,,,151,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,Utah,Other,02/01/2020,07/11/2020,,712,14,,,17,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,Utah,Place of Death Unknown,02/01/2020,07/11/2020,0,0,0,0,0,0,
07/22/2020,Vermont,"Healthcare Setting, Inpatient",02/01/2020,07/11/2020,25,591,84,12,,106,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,Vermont,"Healthcare Setting, Outpatient or Emergency Room",02/01/2020,07/11/2020,0,119,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,Vermont,"Healthcare Setting, Dead on Arrival",02/01/2020,07/11/2020,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,Vermont,Decedent's Home,02/01/2020,07/11/2020,,1045,20,0,,22,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,Vermont,Hospice Facility,02/01/2020,07/11/2020,0,158,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,Vermont,Nursing Home or Long Term Care Facility,02/01/2020,07/11/2020,31,734,35,,,67,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,Vermont,Other,02/01/2020,07/11/2020,0,168,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,Vermont,Place of Death Unknown,02/01/2020,07/11/2020,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,Virginia,"Healthcare Setting, Inpatient",02/01/2020,07/11/2020,1247,10069,1607,581,71,2342,
07/22/2020,Virginia,"Healthcare Setting, Outpatient or Emergency Room",02/01/2020,07/11/2020,62,1743,83,17,10,138,
07/22/2020,Virginia,"Healthcare Setting, Dead on Arrival",02/01/2020,07/11/2020,,92,,,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,Virginia,Decedent's Home,02/01/2020,07/11/2020,92,12629,174,14,16,268,
07/22/2020,Virginia,Hospice Facility,02/01/2020,07/11/2020,41,1000,46,20,,68,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,Virginia,Nursing Home or Long Term Care Facility,02/01/2020,07/11/2020,593,6790,230,64,10,769,
07/22/2020,Virginia,Other,02/01/2020,07/11/2020,27,2511,19,,,46,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,Virginia,Place of Death Unknown,02/01/2020,07/11/2020,0,28,0,0,0,0,
07/22/2020,Washington,"Healthcare Setting, Inpatient",02/01/2020,07/11/2020,746,7724,1392,460,80,1753,
07/22/2020,Washington,"Healthcare Setting, Outpatient or Emergency Room",02/01/2020,07/11/2020,17,737,51,,,63,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,Washington,"Healthcare Setting, Dead on Arrival",02/01/2020,07/11/2020,,24,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,Washington,Decedent's Home,02/01/2020,07/11/2020,92,10905,236,35,14,307,
07/22/2020,Washington,Hospice Facility,02/01/2020,07/11/2020,32,1631,87,14,,110,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,Washington,Nursing Home or Long Term Care Facility,02/01/2020,07/11/2020,321,4857,311,130,,511,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,Washington,Other,02/01/2020,07/11/2020,26,1458,36,10,,54,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,Washington,Place of Death Unknown,02/01/2020,07/11/2020,0,0,0,0,0,0,
07/22/2020,West Virginia,"Healthcare Setting, Inpatient",02/01/2020,07/11/2020,77,2446,438,32,42,525,
07/22/2020,West Virginia,"Healthcare Setting, Outpatient or Emergency Room",02/01/2020,07/11/2020,,629,25,0,,27,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,West Virginia,"Healthcare Setting, Dead on Arrival",02/01/2020,07/11/2020,0,18,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,West Virginia,Decedent's Home,02/01/2020,07/11/2020,,2938,49,,,54,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,West Virginia,Hospice Facility,02/01/2020,07/11/2020,,940,60,0,,65,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,West Virginia,Nursing Home or Long Term Care Facility,02/01/2020,07/11/2020,22,1289,54,,,81,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,West Virginia,Other,02/01/2020,07/11/2020,0,431,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,West Virginia,Place of Death Unknown,02/01/2020,07/11/2020,0,0,0,0,0,0,
07/22/2020,Wisconsin,"Healthcare Setting, Inpatient",02/01/2020,07/11/2020,524,6445,800,106,100,1318,
07/22/2020,Wisconsin,"Healthcare Setting, Outpatient or Emergency Room",02/01/2020,07/11/2020,20,1073,30,,,54,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,Wisconsin,"Healthcare Setting, Dead on Arrival",02/01/2020,07/11/2020,,54,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,Wisconsin,Decedent's Home,02/01/2020,07/11/2020,61,8571,135,,17,208,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,Wisconsin,Hospice Facility,02/01/2020,07/11/2020,45,1955,97,,,142,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,Wisconsin,Nursing Home or Long Term Care Facility,02/01/2020,07/11/2020,123,4252,203,18,12,320,
07/22/2020,Wisconsin,Other,02/01/2020,07/11/2020,49,4137,87,,,141,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,Wisconsin,Place of Death Unknown,02/01/2020,07/11/2020,0,0,0,0,0,0,
07/22/2020,Wyoming,"Healthcare Setting, Inpatient",02/01/2020,07/11/2020,12,388,67,,,77,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,Wyoming,"Healthcare Setting, Outpatient or Emergency Room",02/01/2020,07/11/2020,0,125,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,Wyoming,"Healthcare Setting, Dead on Arrival",02/01/2020,07/11/2020,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,Wyoming,Decedent's Home,02/01/2020,07/11/2020,,919,24,0,0,25,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,Wyoming,Hospice Facility,02/01/2020,07/11/2020,0,210,12,0,0,12,
07/22/2020,Wyoming,Nursing Home or Long Term Care Facility,02/01/2020,07/11/2020,,408,26,,,32,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,Wyoming,Other,02/01/2020,07/11/2020,0,153,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,Wyoming,Place of Death Unknown,02/01/2020,07/11/2020,0,0,0,0,0,0,
07/22/2020,Puerto Rico,"Healthcare Setting, Inpatient",02/01/2020,07/11/2020,135,0,0,0,0,0,
07/22/2020,Puerto Rico,"Healthcare Setting, Outpatient or Emergency Room",02/01/2020,07/11/2020,17,0,0,0,0,0,
07/22/2020,Puerto Rico,"Healthcare Setting, Dead on Arrival",02/01/2020,07/11/2020,,0,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,Puerto Rico,Decedent's Home,02/01/2020,07/11/2020,,0,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,Puerto Rico,Hospice Facility,02/01/2020,07/11/2020,0,0,0,0,0,0,
07/22/2020,Puerto Rico,Nursing Home or Long Term Care Facility,02/01/2020,07/11/2020,,0,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,Puerto Rico,Other,02/01/2020,07/11/2020,,0,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,Puerto Rico,Place of Death Unknown,02/01/2020,07/11/2020,0,0,0,0,0,0,
